channel,video_id,title,published_at,description,tags,category_id,views,likes,comments,engagement_rate
NBC News,zUY0FSVbakc,2026 World Cup kicks off in Mexico as U.S. prepares to face off with Paraguay,2026-06-12 15:23:55+00:00,"The first day of the 2026 World Cup kicked off in Mexico amid red cards and excitement. Mexico scored the first goal and victory of the tournament when they beat South Africa 2-0 on home soil in front of a packed stadium in Mexico City. NBC News' Morgan Chesky reports on the action from day one of the 2026 World Cup and what to expect from the U.S. national team.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#worldcup #fifa #soccer","Morning News NOW, Live",25,5547,57,2,0.01063638
NBC News,zGR3eJ8viTM,Morning News NOW Full Episode – June 12,2026-06-12 15:04:19+00:00,"President Trump cancels a new round of planned strikes against Iran, another round of severe storms leaves a path of destruction across the Midwest and Elon Musk’s company SpaceX is set to debut on the Nasdaq. 

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#iran #donaldtrump #spacex",NBC News NOW,25,47969,253,54,0.006399967
NBC News,#NAME?,Pope Leo does '6-7' gesture with a migrant in Tenerife,2026-06-12 13:01:33+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,5733,80,0,0.0139543
NBC News,QVWvGYm2kK4,This Morning’s Top Headlines – June 12 | Morning News NOW,2026-06-12 12:41:23+00:00,"President Trump cancels a new round of planned strikes against Iran, another round of severe storms leaves a path of destruction across the Midwest and Elon Musk’s company SpaceX is set to debut on the Nasdaq. 

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#iran #economy #spacex",NBC News NOW,25,44310,307,83,0.008801625
NBC News,5B51HBE3ru8,Mexico's president celebrates World Cup goals with fans,2026-06-12 11:09:04+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,4752,67,2,0.014520202
NBC News,yUbfUXVargA,Federal authorities investigate ‘8647’ marks on National Mall,2026-06-12 10:55:04+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,38352,252,112,0.00949103
NBC News,uZ82-gf24uk,4 people rescued after 236-foot ride stalls at Six Flags,2026-06-12 10:54:30+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,5054,25,6,0.006133755
NBC News,fKQ5O6yg3Ow,Patrick Mahomes becomes highest-paid player in NFL,2026-06-12 10:53:44+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,2995,17,1,0.006010017
NBC News,HPctQYuWbng,Officer accidentally shoots colleague during 'horseplay',2026-06-12 10:53:12+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,7050,110,40,0.021276596
NBC News,AJlrqJTa158,Lemonade stand robbed at gunpoint in Boston,2026-06-12 10:48:06+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,1880,16,6,0.011702128
NBC News,XgqO_YovT4Q,The Rock opens up about his recent cancer scare,2026-06-12 10:47:28+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,7183,63,5,0.009466797
NBC News,XgZLjpO4iqs,"A small plane crashes into an Ohio home, killing the pilot",2026-06-12 10:46:45+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,7876,86,3,0.011300152
NBC News,MmO1fqZdfB4,Full Disclosure: The reality behind Spielberg's 'Disclosure Day',2026-06-12 10:43:36+00:00,"Full Disclosure: the reality behind Spielberg's ""Disclosure Day"" goes behind the scenes of the new summer blockbuster and explores the real UFO files that inspire the film, including new info on UAPs. Hosted by NBC News' Gadi Schwartz, featuring new interviews with Steven Spielberg, stars Emily Blunt and Josh O’Connor, Colman Domingo, screenwriter David Koepp as well as scientists including Neil DeGrasse Tyson.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#disclosureday #alien #uaps",NBC News NOW,25,539353,6961,1206,0.015142217
NBC News,N4Aw0gZZYAw,Federal authorities investigate ‘8647’ marks on National Mall,2026-06-12 05:06:26+00:00,"Federal authorities investigate ‘8647’ marks on National Mall

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,19190,190,84,0.01427827
NBC News,5fBB-0bck0A,80 cats rescued from Pennsylvania home,2026-06-12 04:03:32+00:00,"80 cats rescued from Pennsylvania home

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,15666,357,9,0.023362696
NBC News,AtsbDaqrq9Y,World Cup kicks off in the iconic Azteca Stadium in Mexico City,2026-06-12 02:14:25+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,4697,88,4,0.01958697
NBC News,o5zdPH05Hr4,Mexico opens historic World Cup with a win,2026-06-12 02:11:14+00:00,"Fans packed Mexico City as the largest World Cup ever got underway, with Mexico defeating South Africa in the tournament's opening match. NBC News’ Stephanie Gosk reports.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#Mexico #WorldCup #Soccer #FIFA","Health, International News, Making A Difference, NBC Nightly News, National News, News, Nightly News, Tom Llamas, U.S. News, breaking news, evening news, politics, world news",25,25323,330,29,0.014176835
NBC News,soATgflk5wk,NBC Nightly News Full Episode - June 11,2026-06-12 01:58:10+00:00,"Tonight: President Trump said an agreement to end the war could be signed with the Iranian regime within days, but that some thorny issues would remain for later talks. Plus, We’re tracking a string of tornadoes tearing across the Midwest where the severe weather has already killed at least one person in Iowa. And legendary golfer Phil Mickelson was kicked out of an exclusive San Diego golf club following allegations that he made inappropriate physical contact with a female employee, according to a report by Golf Digest. And Pasadena police released stunning video captured in California, where a police officer accidentally shot a fellow officer during an exchange that superiors say never should have happened. We'll have the video and the story behind it.

00:00 Intro
02:52 Trump says deal with Iran could be signed in days
05:18 Severe weather pummels several states across Midwest
08:06 Phil Mickelson banned from golf club over misconduct allegations
09:47 California officer shoots colleague in ‘horseplay’ incident
11:16 Mexico opens historic World Cup with a win
14:31 Medicare Advantage plans slammed for denial rates

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#BreakingNews #News #CurrentEvents",News,25,255831,2923,393,0.012961682
NBC News,GbcfmrJF4xc,Top Story with Tom Llamas - June 11 | NBC News NOW,2026-06-12 01:47:18+00:00,"President Trump says a deal with Iran could be signed soon, deadly tornadoes have been tearing across the U.S., and dashcam video shows the moments a police officer shoots another cop. 

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#BreakingNews #News #CurrentEvents",NBC News NOW,25,37143,265,32,0.007996123
NBC News,ZInAUnz5RV8,American cruise passenger allowed to go home after hold-up,2026-06-12 01:41:10+00:00,"An American woman who claimed that the government was holding her in a federal quarantine facility against her will, is finally able to go home after public battle between the CDC and the state of Florida. NBC's Maggie Vespa reports.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#Cruise #Florida #CDC",NBC News NOW,25,3672,11,0,0.002995643
NBC News,_C45RwqwrQQ,Inside the Red Bull Basement World Final,2026-06-12 01:40:37+00:00,"The Red Bull Basement is a global competition designed to empower student entrepreneurs and first-time founders. NBC News' Gadi Schwartz attends the World Final where one innovator will win $100,000.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#RedBull #RedBullBasement #Investor","Stay Tuned NOW, Gadi Schwartz, NBC News NOW",25,760,9,0,0.011842105
NBC News,bk1zdPllhsA,Stay Tuned NOW Streaming Behind The Scenes! - Jun 11,2026-06-12 01:05:19+00:00,"For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,5953,108,1,0.018310096
NBC News,KzMlAAJxi8Q,SpaceX sets IPO price at $135,2026-06-12 01:02:27+00:00,"Elon Musk’s SpaceX will begin trading with a price set at $135 per share, giving the company a valuation of $1.77 trillion and making it the largest-ever stock debut. NBC News’ Allie Canal explains.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#SpaceX #IPO #StockMarket",NBC News NOW,25,38138,227,69,0.007761288
NBC News,EHFz4Oc181w,Severe weather pummels several states across midwest,2026-06-12 00:54:47+00:00,"We’re tracking a string of tornadoes tearing across the midwest where the severe weather has already killed at least one person in Iowa. NBC News’ Shaquille Brewster has the latest on the areas hardest hit.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,3111,45,0,0.014464802
NBC News,JFasQgw90P4,Medicare Advantage plans slammed for denial rates,2026-06-12 00:54:04+00:00,"Two new reports from the Inspector General’s Office with the Department of Health and Human Services call out the denial rates for prior authorization for rehab facilities. NBC News’ Anne Thompson reports on how for one type of facility, nearly every appeal results in the denial being overturned.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,11422,466,42,0.044475573
NBC News,yPIA9Z0ANj0,Phil Mickelson banned from golf club over misconduct allegations,2026-06-12 00:53:12+00:00,"The legendary golfer was kicked out of the San Diego club following allegations that he made inappropriate physical contact with a female employee, according to a report by Golf Digest. NBC News’ Emilie Ikeda reports.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,25283,226,34,0.01028359
NBC News,XBgWx5abrVE,California officer shoots colleague in ‘horseplay’ incident,2026-06-12 00:52:27+00:00,"Pasadena police released stunning video captured in California, where a police officer accidentally shot a fellow officer during an exchange that superiors say never should have happened. NBC News’ Steve Patterson has the video and the story behind it.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,23064,342,99,0.019120708
NBC News,2pXDOhIzYPE,Mexico gears up to host a historic third World Cup,2026-06-12 00:51:02+00:00,"NBC News' Stephanie Gosk joins ""Here's the Scoop"" to highlight the excitement in Mexico on opening day of the country's historic third World Cup as hosts.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",No Tags,25,3217,110,5,0.035747591
NBC News,eRHhYi-iDw4,Hallie Jackson NOW - June 11 | NBC News NOW,2026-06-12 00:45:37+00:00,"Iranian state media responded to President Trump's announcement that a deal to end the war was close, violent storms are set to hit the Midwest and the World Cup is underway with Mexico playing the opening match.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast
» NBC News App: https://apps.nbcnews.com/mobile
» Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
» Visit NBCNews.Com: http://nbcnews.to/ReadNBC
» Find NBC News on Facebook: http://nbcnews.to/LikeNBC
» Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
» Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#BreakingNews #News #CurrentEvents","NBC News NOW, Hallie Jackson NOW",25,43470,281,25,0.007039337
